handle,title,Product Type,Category,tags,SKU,Weight,Better Home Price,Retail Price,Description,Brand,Material,Returns Policy,Warranty,url,Color,Finish,Material,Style,Image Src
parryware-crust-bath-spout-g3127a1,Parryware Crust Bath Spout G3127A1,Faucet,,,HAFA0805-22371655,0.0,1165.0,1410.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-crust-bath-spout-g3127a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/9726853e-6e24-43f7-89ec-0e8d22b29297.jpg?v=1695414754
parryware-jade-basin-mixer-with-wall-flange-green-g0214a1,Parryware Jade Basin Mixer With Wall Flange Green G0214A1,Faucet,,,HAFA0800-22371648,0.0,2935.0,3750.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-jade-basin-mixer-with-wall-flange-green-g0214a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/b684424b-6f17-44a8-8956-93478981c5dc.jpg?v=1695414736
parryware-droplet-brass-angle-valve-g4753a1,Parryware Droplet Brass Angle Valve G4753A1,Faucet,,,HAFA0796-22371643,0.0,970.0,1150.0,Inlet Connection. Quarter-turn with Ceramic Innerhead. Anti-Corrosive Easy to Clean Easy to Install. Elegant Finish Stunning Shimmering.,Parryware,Glossy Chrome Finish,Immediately return goods on delivery in case of any damages found.,5 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-droplet-brass-angle-valve-g4753a1,,,Glossy Chrome Finish,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/9dae6d8c-c893-46d4-a7c8-2dd428ede2e5.jpg?v=1695414727
parryware-cardiff-brass-health-faucet-t9941a1,Parryware Cardiff Brass Health Faucet T9941A1,Faucet,,,HAFA0794-22371640,0.0,1656.0,2060.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,Brass Material,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-cardiff-brass-health-faucet-t9941a1,,,Brass Material,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/1d10aea6-2d03-41a2-beb6-85749e0d5fcf.jpg?v=1695414718
parryware-orissa-squatting-pan-c0111,Parryware Orissa Squatting Pan C0111,Toilet,,Bathroom and Kitchen fixtures,HASA0117-22371634,0.0,1918.0,2240.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-orissa-squatting-pan-c0111,White,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/8c327a03-15cb-41da-ba73-b9bd663b46c7.jpg?v=1695414709
parryware-claret-1-2-inch-concealed-stop-cock-t4611a1,Parryware Claret 12 inch Concealed Stop Cock T4611A1,Bathroom Fittings,Hardware Plumbing Plumbing Fixtures,,HAFA0790-22371630,0.0,1022.0,1260.0,Parryware Claret stop cock is of the finest quality suited for washbasin and bathtub. Be rest assured to get the best in terms of both durability and performance. Buy original Parryware stop cock at wholesale prices from Better Home.,Parryware,,Immediately return goods on delivery in case of any damages found.,1 year manufacturer warranty,https://betterhomeapp.com/products/parryware-claret-1-2-inch-concealed-stop-cock-t4611a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/ae0fd26e-1f36-42c3-8934-e4d9b034f25f.jpg?v=1695414690
parryware-concealed-dc-electronic-flushing-system-c829599,Parryware Concealed DC Electronic Flushing System C829599,Cistern,,Bathroom and Kitchen fixtures,HASA0112-22371628,0.0,6666.0,8470.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-concealed-dc-electronic-flushing-system-c829599,WhiteNeutral,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/8a2a0ac4-ef04-4ff5-bbd8-8dda65b07c12.jpg?v=1695414672
parryware-claret-bath-spout-t4628a1,Parryware Claret Bath Spout T4628A1,Bathroom Fittings,Hardware Plumbing Plumbing Fixtures,,HAFA0789-22371624,0.0,1117.0,1390.0,Parryware Claret bath spout is of the finest quality suited for washbasin and bathtub. Be rest assured to get the best in terms of both durability and performance. Buy original Parryware bath spout at wholesale prices from Better Home.,Parryware,,Immediately return goods on delivery in case of any damages found.,1 year manufacturer warranty,https://betterhomeapp.com/products/parryware-claret-bath-spout-t4628a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/01920500-d139-4017-bd7a-c127d621ff56.jpg?v=1695414662
parryware-alpha-wall-spout-g2727a,Parryware Alpha Wall Spout G2727A1,Faucet,,,HAFA0788-22371621,0.0,1036.0,1240.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-alpha-wall-spout-g2727a,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/8db4f151-5074-4fa0-b1ce-dea77ed7c277.jpg?v=1695414636
parryware-crust-concealed-diverter-upper-trim-g3150a1,Parryware Crust Concealed Diverter Upper Trim G3150A1,Faucet,,,HAFA0780-22371610,0.0,1205.0,1460.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-crust-concealed-diverter-upper-trim-g3150a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/99865ae5-39f7-4cfc-b976-3604ad4caba2.jpg?v=1695414628
parryware-euclid-bibcock-with-wall-flange-g2304a1,Parryware Euclid Bibcock With Wall Flange G2304A1,Faucet,,,HAFA0776-22371604,0.0,1547.0,1870.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,1 Year Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-euclid-bibcock-with-wall-flange-g2304a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/1b80433c-9309-4480-936d-6eda1f5c0b4a.jpg?v=1695414619
parryware-claret-swan-neck-pillar-cock-t4668a1,Parryware Claret Swan Neck Pillar Cock T4668A1,Bathroom Fittings,Hardware Plumbing Plumbing Fixtures,,HAFA0767-22371593,0.0,1505.0,1920.0,Parryware Claret pillar cock is of the finest quality suited for washbasin and bathtub. Be rest assured to get the best in terms of both durability and performance. Buy original Parryware pillar cock at wholesale prices from Better Home.,Parryware,,Immediately return goods on delivery in case of any damages found.,1 year manufacturer warranty,https://betterhomeapp.com/products/parryware-claret-swan-neck-pillar-cock-t4668a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/b8c95be7-dbc2-4537-bd60-91c085f0d4f5.jpg?v=1695414600
parryware-alpha-tall-pillar-cock-with-aerator-g2742a1,Parryware Alpha Tall Pillar Cock with Aerator G2742A1,Faucet,,,HAFA0766-22371592,0.0,2328.0,2950.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-alpha-tall-pillar-cock-with-aerator-g2742a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/aac59013-299f-4fa3-8e4e-7973be4f6b6d.jpg?v=1695414591
parryware-15mm-uno-quarter-single-lever-center-hole-basin-mixer-t5015a1,Parryware Uno Quarter Single Lever Center Hole Basin Mixer T5015A1,Faucet,,Bathroom and Kitchen fixtures,HAFA0764-22371590,0.0,2789.0,3560.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-15mm-uno-quarter-single-lever-center-hole-basin-mixer-t5015a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/b9a27b16-3f96-48cd-983e-7f467a22a061.jpg?v=1695414583
parryware-droplet-brass-basin-mixer-g4715a1,Parryware Droplet Brass Basin Mixer G4715A1,Faucet,,,HAFA0762-22371588,0.0,3000.0,3790.0,Inlet Connection. Quarter-turn with Ceramic Innerhead. Anti-Corrosive Easy to Clean Easy to Install. Elegant Finish Stunning Shimmering.,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-droplet-brass-basin-mixer-g4715a1,Glossy Chrome Finish,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/b1cfd1d8-a3f2-4482-b08e-f73f9c8f1188.jpg?v=1695414573
parryware-crust-single-lever-concealed-diverter-body-deluxe-g5051a1,Parryware Crust Single Lever Concealed Diverter Body Deluxe G5051A1,Faucet,,,HAFA0758-22371582,0.0,2630.0,3350.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,5 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-crust-single-lever-concealed-diverter-body-deluxe-g5051a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/723355af-a964-47f9-a660-cc66df968a45.jpg?v=1695414556
parryware-agate-single-lever-wall-mixer-g0654a1,Parryware Agate Pro Single Lever Wall Mixer G0654A1,Faucet,,Bathroom and Kitchen fixtures,HAFA0756-22371580,0.0,5160.0,6700.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,1 Year Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-agate-single-lever-wall-mixer-g0654a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/7b9aad09-2230-4cdd-bd2d-7cca0cb92277.jpg?v=1695414548
parryware-crust-sink-cock-g3121a1,Parryware Crust Sink Cock G3121A1,Faucet,,,HAFA0754-22371578,0.0,2338.0,2890.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,1 Year Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-crust-sink-cock-g3121a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/a3d75381-e6fd-430f-b199-9f36c11027da.jpg?v=1695414540
parryware-euclid-basin-mixer-n-green-g2365a1,Parryware Euclid Basin Mixer N Green G2365A1,Faucet,,,HAFA0753-22371577,0.0,3074.0,3850.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,1 Year Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-euclid-basin-mixer-n-green-g2365a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/5eba5b36-fee2-4df6-861f-dae762441e68.jpg?v=1695414531
parryware-euclid-pillar-faucet-with-aerator-green-g2302a1,Parryware Euclid Pillar Faucet With Aerator G2302A1,Faucet,,,HAFA0752-22371576,0.0,1780.0,2220.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,1 Year Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-euclid-pillar-faucet-with-aerator-green-g2302a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/52a76baa-f316-4b59-bd07-26e0ff4d6a27.jpg?v=1695414522
parryware-alpha-cold-start-basin-mixer-g2746a1,Parryware Alpha Cold Start Basin Mixer G2746A1,Faucet,,Bathroom and Kitchen fixtures,HAFA0751-22371575,0.0,3196.0,4100.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,1 Year Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-alpha-cold-start-basin-mixer-g2746a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/a6f95e62-4c6f-4b28-8e00-221cfa5fff0c.jpg?v=1695414513
parryware-alpha-angle-valve-g2707a1,Parryware Alpha Angle Valve G2707A1,Faucet,,Bathroom and Kitchen fixtures,HAFA0750-22371574,0.0,848.0,990.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,1 Year Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-alpha-angle-valve-g2707a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/717ced89-15b4-43c5-8ba0-b9ca119240c4.jpg?v=1695414504
parryware-sliding-kit-with-hand-shower-and-hose-t9980a1,Parryware Sliding Kit With Hand Shower And Hose T9980A1,Hand Shower,,Bathroom and Kitchen fixtures,HASH0188-22371572,0.0,2523.0,3190.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,1 Year Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-sliding-kit-with-hand-shower-and-hose-t9980a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/cfb17cfe-fcf8-4199-9fef-b531776277f7.jpg?v=1695414495
parryware-agate-single-lever-concealed-diverter-body-deluxe-g5051a1,Parryware Agate Single Lever Concealed Diverter Body Deluxe G5051A1,Faucet,,Bathroom and Kitchen fixtures,HAFA0744-22371566,0.0,2660.0,3350.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,5 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-agate-single-lever-concealed-diverter-body-deluxe-g5051a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/16def359-c392-4496-afde-947fcdb93f95.jpg?v=1695414487
parryware-long-shower-arm-t9949a1,Parryware Long Shower Arm T9949A1,Shower,,Bathroom and Kitchen fixtures,HASH0187-22371565,0.0,1771.0,2220.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,1 Year Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-long-shower-arm-t9949a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/c20b5458-b240-4cef-b827-e11aa6c9ef76.jpg?v=1695414479
parryware-jade-basin-mixer-without-pop-up-g0214a1,Parryware Jade Basin Mixer Without Pop-up G0214A1,Faucet,,,HAFA0742-22371563,0.0,2935.0,3750.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,1 Year Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-jade-basin-mixer-without-pop-up-g0214a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/6f515440-842e-43c2-b8d4-bfad63acbcd5.jpg?v=1695414470
parryware-euclid-bath-spout-g2327a1,Parryware Euclid Bath Spout G2327A1,Faucet,,,HAFA0741-22371562,0.0,1174.0,1430.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,1 Year Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-euclid-bath-spout-g2327a1,Chrome Finish,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/4303a198-8622-4acc-89cd-6244f0cf6399.jpg?v=1695414462
parryware-t9992a1-300-mm-ss-square-rain-shower-without-arm,Parryware T9992A1 300 mm SS Square Rain Shower Without Arm,Shower,,Bathroom and Kitchen fixtures,HASH0186-22371556,0.0,6489.0,8230.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,1 Year Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-t9992a1-300-mm-ss-square-rain-shower-without-arm,Silver,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/985fe6c6-2d3f-4489-b92e-8b8e73c6a48d.jpg?v=1695414453
parryware-15mm-uno-quarter-single-lever-concealed-diverter-high-flow-upper-trim-t5085a1,Parryware Uno Quarter Single Lever Concealed Diverter High Flow Upper Trim T5085A1,Faucet,,Bathroom and Kitchen fixtures,HAFA0736-22371555,0.0,1070.0,1350.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-15mm-uno-quarter-single-lever-concealed-diverter-high-flow-upper-trim-t5085a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/23a544b1-c250-48c5-8708-81bae47e5ef3.jpg?v=1695414445
parryware-15mm-uno-quarter-single-lever-sink-cock-wall-mounting-t5021a1,Parryware Uno Quarter Single Lever Sink Cock Wall Mounting T5021A1,Faucet,,Bathroom and Kitchen fixtures,HAFA0735-22371554,0.0,1532.0,1860.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-15mm-uno-quarter-single-lever-sink-cock-wall-mounting-t5021a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/a8f331fd-b338-4469-9797-45b53e49a5eb.jpg?v=1695414436
parryware-alpha-non-telephonic-wall-mixer-g2741a1,Parryware Alpha Non-Telephonic Wall Mixer G2741A1,Faucet,,Bathroom and Kitchen fixtures,HAFA0734-22371553,0.0,3242.0,4160.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,1 Year Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-alpha-non-telephonic-wall-mixer-g2741a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/7d0ce625-88c9-44f6-b7b6-f67fc4950d6f.jpg?v=1695414427
parryware-droplet-brass-wall-mounted-sink-faucet-g4721a1,Parryware Droplet Brass Wall Mounted Sink Faucet G4721A1,Faucet,,,HAFA0733-22371552,0.0,1770.0,2210.0,Inlet Connection. Quarter-turn with Ceramic Innerhead. Anti-Corrosive Easy to Clean Easy to Install. Elegant Finish Stunning Shimmering.,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-droplet-brass-wall-mounted-sink-faucet-g4721a1,Glossy Chrome Finish,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/fc4a380b-9322-465c-af5c-b1d05b63373d.jpg?v=1695414418
parryware-crust-two-way-bibcock-g3167a1,Parryware Crust Two Way Bibcock G3167A1,Faucet,,,HAFA0727-22371545,0.0,2250.0,2820.0,The Parryware faucets is the perfect addition to your bathroom It features a classy design that exudes sophistication and is sure to complement the decor of your bathroom Parryware brings you a chance to provide your bathroom the perfect balance of style and functionality,Parryware,,Immediately return goods on delivery in case of any damages found.,1 Year Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-crust-two-way-bibcock-g3167a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/42945f6d-97a4-45c9-9dd8-514bf6d5a93e.jpg?v=1695414409
parryware-euclid-bath-spout-with-diverter-g2328a1,Parryware Euclid Bath Spout With Diverter G2328A1,Faucet,,,HAFA0726-22371541,0.0,1532.0,1850.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/parryware-euclid-bath-spout-with-diverter-g2328a1,Chrome Finish,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/e26eee19-95b9-4760-967f-cc0c41f83715.jpg?v=1695414390
parryware-concealed-cistern-linea-e812099,Parryware Concealed Cistern Linea E812099,Toilet,,Bathroom and Kitchen fixtures,HASA0094-22371532,0.0,3994.0,5100.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-concealed-cistern-linea-e812099,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/a84c1372-d973-45f2-80ec-fb006f18e03c.jpg?v=1695414382
parryware-pedestal-basin-glory-white-c041c,Parryware Pedestal Basin Glory White C041C,Wash Basin,,Bathroom and Kitchen fixtures,SAWA0129-11349725,0.0,1666.0,2070.0,Glory Full Pedestal Basin Parryware Basin Glory C041C-White Parryware Full Pedestal C0383-White C041C Basin - 530 x 410 x 205mm,Parryware,,Immediately return goods on delivery in case of any damages found.,Manufacture warranty Please contact the brand service center.,https://betterhomeapp.com/products/parryware-pedestal-basin-glory-white-c041c,,,,C0383 Glory Long Pedestal,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SAWA0129.jpg?v=1695414374
parryware-pedestal-basin-glory-white-c041c,Parryware Pedestal Basin Glory White C041C,Wash Basin,,Bathroom and Kitchen fixtures,SAWA0129-24507718,0.0,3225.0,4130.0,Glory Full Pedestal Basin Parryware Basin Glory C041C-White Parryware Full Pedestal C0383-White C041C Basin - 530 x 410 x 205mm,Parryware,,Immediately return goods on delivery in case of any damages found.,Manufacture warranty Please contact the brand service center.,https://betterhomeapp.com/products/parryware-pedestal-basin-glory-white-c041c,,,,Whole Product,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SAWA0129.jpg?v=1695414374
parryware-pedestal-basin-glory-white-c041c,Parryware Pedestal Basin Glory White C041C,Wash Basin,,Bathroom and Kitchen fixtures,SAWA0129-24507719,0.0,1658.0,2060.0,Glory Full Pedestal Basin Parryware Basin Glory C041C-White Parryware Full Pedestal C0383-White C041C Basin - 530 x 410 x 205mm,Parryware,,Immediately return goods on delivery in case of any damages found.,Manufacture warranty Please contact the brand service center.,https://betterhomeapp.com/products/parryware-pedestal-basin-glory-white-c041c,,,,C041C Basin - 530 x 410 x 205mm,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SAWA0129.jpg?v=1695414374
parryware-table-top-cascade-nxt-c0402-ivory,Parryware Table Top Cascade NXT C0402,Wash Basin,Uncategorized,Bathroom and Kitchen fixtures,SAWA0127-11349720,0.0,2642.0,3590.0,Cascade NXT Table Top,Parryware,,Immediately return goods on delivery in case of any damages found.,Manufacture warranty Please contact the brand service center.,https://betterhomeapp.com/products/parryware-table-top-cascade-nxt-c0402-ivory,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SAWA0127.jpg?v=1695414365
parryware-kitchen-sink-c854899,Parryware Kitchen Sink C854899,Kitchen Sink,,Bathroom and Kitchen fixtures,KISI0004-11349719,0.0,5880.0,7880.0,Folded Edge-Gloss Finish Single Bowl Sink24Lx18Wx9D,Parryware,,Immediately return goods on delivery in case of any damages found.,Manufacture warranty Please contact the brand service center.,https://betterhomeapp.com/products/parryware-kitchen-sink-c854899,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/KISI0004.jpg?v=1695414356
parryware-stop-cock-crust-g3151a1,Parryware Stop Cock Crust G3151A1,Faucet,,,SATA0471-11349715,0.0,654.0,770.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-stop-cock-crust-g3151a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SATA0471.jpg?v=1695414347
parryware-flush-valve-t3308a1,Parryware Flush Valve T3308A1,Fitting and Accessories,,Bathroom and Kitchen fixtures,SACO0136-11349714,0.0,3536.0,4550.0,Concealed Flush Valve,Parryware,,Immediately return goods on delivery in case of any damages found.,Manufacture warranty Please contact the brand service center.,https://betterhomeapp.com/products/parryware-flush-valve-t3308a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SACO0136.jpg?v=1695414339
parryware-divertor-agate-g0650a1,Parryware Divertor Agate G0650A1,Faucet,,,SATA0469-11349710,0.0,1358.0,1650.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-divertor-agate-g0650a1,Chrome,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SATA0469.jpg?v=1695414311
parryware-grab-bar-t6602a1,Parryware Grab Bar T6602A1,Grab Bar,,Home Decor,SAGR0004-11349708,0.0,4853.0,6120.0,Hand Grip 135Left,Parryware,,Immediately return goods on delivery in case of any damages found.,Manufacture warranty Please contact the brand service center.,https://betterhomeapp.com/products/parryware-grab-bar-t6602a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SAGR0004.jpg?v=1695414302
parryware-wall-hung-flair-c0461-white,Parryware Wall Hung Flair C0461-White,Wash Basin,,Bathroom and Kitchen fixtures,SAWA0124-11349704,0.0,1414.0,1550.0,Flair Wall Hung,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-wall-hung-flair-c0461-white,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SAWA0124.jpg?v=1695414292
parryware-sensor-tap-t7182a1,Parryware Sensor Tap T7182A1,Faucet,,,SATA0465-11349701,0.0,10386.0,13160.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-sensor-tap-t7182a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SATA0465.jpg?v=1695414284
parryware-wall-hung-flair-c0499-white,Parryware Wall Hung Flair C0499-White,Wash Basin,,,SAWA0122-11349693,0.0,1598.0,1730.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-wall-hung-flair-c0499-white,White,,,500 x 380 x 185mm,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SAWA0122.jpg?v=1695414274
parryware-two-piece-indus-white-c0265,Parryware Two Piece Indus White C0265 - Full Set,Toilet,Uncategorized,Bathroom and Kitchen fixtures,SACO0132-11349689,0.0,10360.0,13400.0,Indus Wall Hung Including Closet Solid Seat Cover and cistern set including fittings Parryware Closet Indus P-195MM C0265-White Parryware Seat Cover Solid E8094-White Parryware Flush Tank C0769-White,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-two-piece-indus-white-c0265,White,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SACO0132.jpg?v=1695414265
parryware-one-piece-opula-p-180mm-c847l-white,Parryware One Piece Opula P-180MM C847L-White,Toilet,,Bathroom and Kitchen fixtures,SACO0131-11349687,0.0,13030.0,17120.0,Trap P Trap Distance 180 mm,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-one-piece-opula-p-180mm-c847l-white,White,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SACO0131.jpg?v=1695414255
parryware-super-angle-cock-t9925a1,Parryware Super Angle Cock T9925A1,Faucet,,,SATA0457-11349682,0.0,578.0,660.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-super-angle-cock-t9925a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SATA0457.jpg?v=1695414246
