handle,title,Product Type,Category,tags,SKU,Weight,Better Home Price,Retail Price,Description,Brand,Features,Material,Returns Policy,Manufacturer URL,Warranty,url,Color,Finish,Material,Style,Image Src,Image Alt Text
parryware-wash-basin-cascade-nxt-c0404-white,Parryware Wash Basin Cascade NXT C0404-White,Wash Basin,,,SAWA0105-11349614,0.0,1644.0,1840.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,Type : Pedestal Basin| Material Type : Vitreous china| CascadeNXT-Basins| C0404 Basin - 570 x 440 x 200mm,,Immediately return goods on delivery in case of any damages found.,httpswww.parryware.incataloguecollectionsparrywarecascade-nxtcascade-nxt-basin-C0404,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-wash-basin-cascade-nxt-c0404-white,,,,C0404 Basin - 570 x 440 x 200mm and White,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SAWA0105.jpg?v=1695413956,
parryware-wash-basin-cascade-nxt-c0404-white,Parryware Wash Basin Cascade NXT C0404-White,Wash Basin,,,SAWA0105-24595186,0.0,2122.0,2480.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,Type : Pedestal Basin| Material Type : Vitreous china| CascadeNXT-Basins| C0404 Basin - 570 x 440 x 200mm,,Immediately return goods on delivery in case of any damages found.,httpswww.parryware.incataloguecollectionsparrywarecascade-nxtcascade-nxt-basin-C0404,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-wash-basin-cascade-nxt-c0404-white,,,,C0404 Basin - 570 x 440 x 200mm and Ivory,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SAWA0105.jpg?v=1695413956,
parryware-wash-basin-cascade-nxt-c0404-white,Parryware Wash Basin Cascade NXT C0404-White,Wash Basin,,,SAWA0105-24741825,0.0,2814.0,3290.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,Type : Pedestal Basin| Material Type : Vitreous china| CascadeNXT-Basins| C0404 Basin - 570 x 440 x 200mm,,Immediately return goods on delivery in case of any damages found.,httpswww.parryware.incataloguecollectionsparrywarecascade-nxtcascade-nxt-basin-C0404,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-wash-basin-cascade-nxt-c0404-white,,,,Whole Set C0404 C0380,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SAWA0105.jpg?v=1695413956,
parryware-wash-basin-cascade-nxt-c0404-white,Parryware Wash Basin Cascade NXT C0404-White,Wash Basin,,,SAWA0105-24741826,0.0,1370.0,1450.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,Type : Pedestal Basin| Material Type : Vitreous china| CascadeNXT-Basins| C0404 Basin - 570 x 440 x 200mm,,Immediately return goods on delivery in case of any damages found.,httpswww.parryware.incataloguecollectionsparrywarecascade-nxtcascade-nxt-basin-C0404,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-wash-basin-cascade-nxt-c0404-white,,,,C0380 Pedestal-Long and White,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SAWA0105.jpg?v=1695413956,
parryware-aura-rimless-wall-hung-commode-c8848,Parryware Aura Rimless Wall Hung Commode C8848,Toilet,,Bathroom and Kitchen fixtures,SACO0113-11349612,0.0,15580.0,20850.0,Type of Trap P-Trap Type Soft Close EWC Series Aura Rimless Commode,Parryware,Type : Closet| Sub Type : Wall Mounted| Dimension: 510 x 350 x 355mm,,Immediately return goods on delivery in case of any damages found.,httpsbuildpro.storeparryware-aura-rimless-wall-hung-commode-c8848.html,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-aura-rimless-wall-hung-commode-c8848,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SACO0113.jpg?v=1695413938,Parryware Aura Rimless Wall Hung Commode C8848
parryware-zest-n-wall-hung-commode-with-soft-close-seat-cover-c021i,Parryware Zest N Wall Hung Commode With Soft Close Seat Cover C021I,Toilet,,Bathroom and Kitchen fixtures,SACO0112-11349611,0.0,7534.0,9990.0,Type of Trap P-Trap Seat Cover Type Soft Close Slim Seat Cover EWC Series Zest N Commode,Parryware,Type : Closet| Sub Type : Wall Mounted| Dimension: 540 x 340 x 375 mm,,Immediately return goods on delivery in case of any damages found.,httpswww.parryware.incatalogueproductssanitarywarewater-closetwall-hungorrisazest-n-wall-hung-soft-close-seat-C021I,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-zest-n-wall-hung-commode-with-soft-close-seat-cover-c021i,White,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SACO0112.jpg?v=1695413929,Parryware Zest N Wall Hung Commode With Soft Close Seat Cover C021I
parryware-wall-hung-commode-indus-p-195mm-c0265-white,Parryware Wall Hung Commode Indus P-195MM C0265-White Full set,Toilet,Uncategorized,Bathroom and Kitchen fixtures,SACO0109-24730774,0.0,9800.0,13400.0,Parryware Closet Indus P-195MM C0265-White Flushing system Washdown Rim type Open Shape Round Style Neutral,Parryware,Type : Closet| Size : 615 x 380 x 770mm,,Immediately return goods on delivery in case of any damages found.,httpswww.parryware.incataloguecollectionsparrywareindusindus-wall-hung-cistern-toilets-trendy-taupe-colour-C0265,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-wall-hung-commode-indus-p-195mm-c0265-white,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SACO0109.jpg?v=1695413920,
parryware-angle-cock-t9926a1,Parryware Angle Cock T9926A1,Faucet,,,SATA0428-11349605,0.0,590.0,650.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,Type : Angle Cock| Sub Type : Standard| Made of: Brass| Suitable For: Bathroom| Wall Mount Installation Type,,Immediately return goods on delivery in case of any damages found.,,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-angle-cock-t9926a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SATA0428.jpg?v=1695413910,Parryware Angle Cock T9926A1
parryware-thrift-commode-pan-c0116,Parryware Thrift Commode Pan C0116,Toilet,,Bathroom and Kitchen fixtures,SACO0101-11349599,0.0,2359.0,2790.0,Parryware Thrift Commode Pan C0116 WC Series Thrift Commode Pan Color White Water inlet position Vertical,Parryware,Type : Pan| Sub Type : Floor Mounted| Dimension: 530 x 415 x 300 mm,,Immediately return goods on delivery in case of any damages found.,httpswww.parryware.incataloguecollectionsparrywarethriftthrift-pan-500-C0116,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-thrift-commode-pan-c0116,White,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SACO0101.jpg?v=1695413901,Parryware Thrift Commode Pan C0116
parryware-wall-hung-corner-wash-basin-c0408-white,Parryware Wall Hung Corner Wash Basin C0408-White,Wash Basin,,Bathroom and Kitchen fixtures,SAWA0104-11349595,0.0,1530.0,1900.0,Parryware Wall Hung Corner Wash Basin C0408-White Basin Series Corner Basin Type Corner Wash Basin,Parryware,Type : Wall Hung| Sub Type : Corner,,Immediately return goods on delivery in case of any damages found.,httpswww.parryware.incatalogueproductssanitarywarebasincorner-basinscorner-basincorner-basin-corner-basins-C0408,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-wall-hung-corner-wash-basin-c0408-white,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/87764cc6-8a09-49b0-9302-e6afd2569180_tinywow_SAWA0104_31220353.webp?v=1695413893,Parryware Wall Hung Corner Wash Basin C0408-White
parryware-full-pedestal-standard-c0371-white,Parryware Full Pedestal Standard C0371-White,Wash Basin,Uncategorized,Bathroom and Kitchen fixtures,SAWA0103-11349594,0.0,2027.0,2580.0,Standard Pedestal Basin,Parryware,Type : Pedestal Basin| Sub Type : Pedestal,,Immediately return goods on delivery in case of any damages found.,httpswww.parryware.incatalogueproductssanitarywarepedestalsfull-pedestalsstandardstandard-pedestal-C0371,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-full-pedestal-standard-c0371-white,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SAWA0103.jpg?v=1695413885,Parryware Full Pedestal Standard C0371-White
parryware-indus-wall-hung-wash-basin-c0471-white,Parryware Indus Wall Hung Wash Basin C0471-White,Wash Basin,,Bathroom and Kitchen fixtures,SAWA0102-11349593,0.0,1510.0,1840.0,Parryware Indus Wall Hung Wash Basin C0471-White Basin Series Indus Basin Type Wall Hung Wash Basin,Parryware,Cutting type: Straight| Fixing kit: Included| Installation type: Wall-hung| Material: Vitreous china| Overflow type: Standard| Shape: Round,,Immediately return goods on delivery in case of any damages found.,httpswww.parryware.incatalogueproductssanitarywarebasinwall-hung-basinsindusindus-wall-hung-basins-C0471,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-indus-wall-hung-wash-basin-c0471-white,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/9524ed55-3468-4f1f-96da-58608029562e_tinywow_SAWA0102_31220050.webp?v=1695413877,Parryware Indus Wall Hung Wash Basin C0471-White
parryware-counter-top-basin-cascade-nxt-c0431-white,Parryware Counter Top Basin Cascade NXT C0431-White,Wash Basin,,Bathroom and Kitchen fixtures,SAWA0099-11349590,0.0,2944.0,3870.0,Parryware Counter Top Basin Cascade NXT C0431-White Basin Series Cascade NXT Basin Type Counter Top Wash Basin,Parryware,Cutting type: Straight| Installation type: Bowl / Overcountertop| Material: Vitreous china| Overflow type: Standard| Shape: Round| Undersurface ground| Without overflow,,Immediately return goods on delivery in case of any damages found.,httpswww.parryware.incatalogueproductssanitarywarebasincounter-top-self-rimmingcascade-nxtcascade-nxt-ct-basin-C0431,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-counter-top-basin-cascade-nxt-c0431-white,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SAWA0099.jpg?v=1695413868,Parryware Counter Top Basin Cascade NXT C0431-White
parryware-eden-single-piece-s-300mm-commode-c8852,Parryware Eden Single Piece S-300MM Commode C8852,Toilet,,Bathroom and Kitchen fixtures,SACO0097-11349589,0.0,12186.0,16220.0,Parryware Eden Single Piece S-300MM Commode C8852 EWC Series Eden Type of Trap S-Trap Trap Size Mm 300 Flushing Technology Dual Flash 6L 3L to save water Seat Cover Technology Soft Close Water Closet Color White,Parryware,Type : One Piece| Sub Type : Floor Mounted| Dimension: 620 x 350 x 725mm,,Immediately return goods on delivery in case of any damages found.,httpswww.parryware.incatalogueproductssanitarywarewater-closetsingle-piece-suiteniagaraeden-single-piece-s-305closet-C8852,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-eden-single-piece-s-300mm-commode-c8852,White,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SACO0097.jpg?v=1695413859,Parryware Eden Single Piece S-300MM Commode C8852
parryware-single-piece-commode-zest-s-220mm-c8809-white,Parryware Single Piece Commode Zest S-220MM C8809-White,Toilet,,Bathroom and Kitchen fixtures,SACO0096-11349588,0.0,13028.0,17060.0,Parryware Single Piece Commode Zest S-220MM C8809-White Type of Trap S-Trap Trap Size Mm 220 EWC Series Zest Flushing Technology Dual Flash 6L 3L to save water Seat Cover Technology Soft Close,Parryware,Type : One Piece| Sub Type : Floor Mounted| Dimension:  645 x 365 x 702 mm,,Immediately return goods on delivery in case of any damages found.,httpswww.parryware.incatalogueproductssanitarywarewater-closetsingle-piece-suitezestzest-single-piece-s-trap-220mm-C8809,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-single-piece-commode-zest-s-220mm-c8809-white,White,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SACO0096.jpg?v=1695413851,Parryware Single Piece Commode Zest S-220MM C8809-White
parryware-prime-single-piece-s-200mm-commode-c8853,Parryware Prime Single Piece S-200MM Commode C8853,Toilet,,Bathroom and Kitchen fixtures,SACO0093-11349585,0.0,9608.0,12750.0,Type of Trap S-Trap Trap Size Mm 200 EWC Series Prime Water Closet Color White Soft Close System The W.C. lid with a soft-close system avoids shocks and breakages. Dual Flush 6-3 L Cisterns Water saving double button to choose between 6 or 3 liters flushing volume of water.,Parryware,Type : One Piece| Sub Type : Floor Mounted| Dimension: 640 x 345 x 690mm,,Immediately return goods on delivery in case of any damages found.,httpswww.parryware.incataloguecollectionsparrywareprime-066-24.0234prime-single-piece-s-220closet-C8853,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-prime-single-piece-s-200mm-commode-c8853,White,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SACO0093.jpg?v=1695413843,Parryware Prime Single Piece S-200MM Commode C8853
parryware-cute-single-piece-s-300mm-commode-c8851,Parryware Cute Single Piece S-300MM Commode C8851,Toilet,,Bathroom and Kitchen fixtures,SACO0092-11349584,0.0,10801.0,14500.0,EWC Series Cute Type of Trap S-Trap Trap Size Mm 300 Water Closet Color White Soft Close System The W.C. lid with a soft-close system avoids shocks and breakages. Syphonic Flushing Noise-free perfect flush. Dual Flush 4.5-3 L Cisterns Water saving double button to choose between 4.5 or 3 liters flushing volume of water.,Parryware,Type : One Piece| Sub Type : Floor Mounted| Dimension: 640 x 360 x 710mm,,Immediately return goods on delivery in case of any damages found.,httpswww.parryware.incatalogueproductssanitarywarewater-closetsingle-piece-suitecutecute-single-piece-s-305closet-C8851,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-cute-single-piece-s-300mm-commode-c8851,White,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SACO0092.jpg?v=1695413835,Parryware Cute Single Piece S-300MM Commode C8851
parryware-prime-plus-single-piece-s-220mm-commode-c8918,Parryware Prime Plus Single Piece S-220MM Commode C8918,Toilet,Hardware Plumbing Plumbing Fixtures Toilets Bidets Toilets,Bathroom and Kitchen fixtures,SACO0090-11349582,0.0,11332.0,15490.0,Type of Trap S-Trap Trap Size Mm 220 EWC Series Prime Plus Dimension 650 x 365 x 725mm Soft Close System The W.C. lid with a soft-close system avoids shocks and breakages. Vortex Flushing A closet and rim construction capable of generating superior cleaning action. Syphonic Flushing Noise-free perfect flush. Dual Flush 6-3 L Cisterns Water saving double button to choose between a 6 or 3 litres flushing volume of water.,Parryware,Dimension: 650 x 365 x 725 mm| Cistern included| Comfort height| Flushing system: Siphonic| Flushing system: Swirl flush offers 360 degree cleaning.| Flushing type: Dual flush 3/6 litres| Installation type: Floor-standing| Outlet type: Vertical| Quick installation| Rim type: Rimless| S-Trap min setout (mm) : 220| Seat and cover included| Shape : Round| Water inlet position : Bottom left,,Immediately return goods on delivery in case of any damages found.,,10 Years Manufacturer Warranty,https://betterhomeapp.com/products/parryware-prime-plus-single-piece-s-220mm-commode-c8918,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/tinywow_ParrywarePrimeplus.webp?v=1713871406,
parryware-reeve-single-piece-commode-220mm-c8900,Parryware Reeve Single Piece Commode 220MM C8900,Toilet,,Bathroom and Kitchen fixtures,SACO0089-11349581,0.0,14830.0,19610.0,Type of Trap S-Trap WC Series Reeve Glazophere A 4 layer glazing protection with Anti-germ and scratch resistance making the glaze eco-friendly and everlasting. Soft Close System The W.C. lid with a soft-close system avoids shocks and breakages. Vortex Flushing A closet and rim construction capable of generating superior cleaning action. Syphonic Flushing Noise-free perfect flush. Slim Seat Cover Ultra-slim seat cover for better aesthetic.,Parryware,Type : One Piece| Sub Type : Floor Mounted,,Immediately return goods on delivery in case of any damages found.,httpswww.parryware.incataloguecollectionsblazereeve-single-piece-closet-220mm-s-trap-w-C8900,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-reeve-single-piece-commode-220mm-c8900,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SACO0089.jpg?v=1695413818,Parryware Reeve Single Piece Commode 220MM C8900
parryware-aquiline-single-piece-commode-c8902,Parryware Aquiline Single Piece Commode C8902,Toilet,,Bathroom and Kitchen fixtures,SACO0088-11349580,0.0,16637.0,22050.0,Parryware Rimless Aquiline Single Piece Commode C8902 WC Series Aquiline Type of Trap S-Trap Water Closet Color White Glazophere A 4 layer glazing protection with Anti-germ and scratch resistance making the glaze eco-friendly and everlasting. Soft Close System The W.C. lid with a soft-close system avoids shocks and breakages. Vortex Flushing A closet and rim construction capable of generating superior cleaning action. Syphonic Flushing Noise-free perfect flush. Slim Seat Cover Ultra-slim seat cover for better aesthetic.,Parryware,Type : One Piece| Sub Type : Floor Mounted| Trap Size (Mm): 220 mm,,Immediately return goods on delivery in case of any damages found.,httpswww.parryware.incataloguecollectionsaquilineaquiline-single-piece-closet-290mm-s-tra-C8902,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-aquiline-single-piece-commode-c8902,White,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SACO0088.jpg?v=1695413809,Parryware Aquiline Single Piece Commode C8902
parryware-flush-tank-slimline-economy-e8090-white,Parryware Flush Tank Slimline Economy E8090-White,Cistern,,Bathroom and Kitchen fixtures,SACO0087-11349578,0.0,1988.0,2492.0,ISI Certified Flush Tank Parryware Flush Tank Slimline Economy E8090-White Flush Tank Series Slimline Economy Tank Color White Single Flush 10 L Cisterns 10 liters flushing volume of water. Anti-Germ Anti-Germ kills and stops the growth of harmful bacteria and fungs.,Parryware,Compact cistern| Fixing kit: Included| Recommended for public spaces| Space-saving| Water inlet position: Side left,,Immediately return goods on delivery in case of any damages found.,httpswww.parryware.incatalogueproductsflushing-cistern-seat-coverspolymer-cistersingle-flushslimline-economyeconomy-single-flush-E8090,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-flush-tank-slimline-economy-e8090-white,White,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SACO0087.jpg?v=1695413800,Parryware Flush Tank Slimline Economy E8090-White
imported-from-asia-and-toughened-in-india-glass,Imported from Asia and Toughened in India Glass by MASSS TUFF,Glass,,"Home Decor, Toughened Glass",GMTG1002-379,0.0,75.0,100.0,Imported as plain glass from Malaysia Indonesia Thailand etc. and toughened in factories in India. Toughened glass or tempered glass is glass that has undergone processes of controlled thermal treatment to increase its strength. It is four times stronger than normal annealed glass. It is called safety glass because when it breaks it shatters into small.,MASSS TUFF,"Price for 1 Sq Feet| Before toughening the glass must be cut to size or pressed to shape. This is because once it is toughened| It cannot be re-worked on.| Clear and transparent for years.| Toughening does not alter the basic characteristics of glass such as light transmission and solar radiant heat properties.| Cannot be cut, drilled or altered after toughening.| Four to five times stronger than annealed glass| Tensile strength 65 MPA",,Immediately return goods on delivery in case of any damages found.,,Warranty is not applicable,https://betterhomeapp.com/products/imported-from-asia-and-toughened-in-india-glass,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/TOUGHENED-GLASS-GMTG1002-3.jpg?v=1712381307,TOUGHENED-GLASS-Better-Home
imported-from-asia-and-toughened-in-india-glass,Imported from Asia and Toughened in India Glass by MASSS TUFF,Glass,,"Home Decor, Toughened Glass",GMTG1002-380,0.0,100.0,126.0,Imported as plain glass from Malaysia Indonesia Thailand etc. and toughened in factories in India. Toughened glass or tempered glass is glass that has undergone processes of controlled thermal treatment to increase its strength. It is four times stronger than normal annealed glass. It is called safety glass because when it breaks it shatters into small.,MASSS TUFF,"Price for 1 Sq Feet| Before toughening the glass must be cut to size or pressed to shape. This is because once it is toughened| It cannot be re-worked on.| Clear and transparent for years.| Toughening does not alter the basic characteristics of glass such as light transmission and solar radiant heat properties.| Cannot be cut, drilled or altered after toughening.| Four to five times stronger than annealed glass| Tensile strength 65 MPA",,Immediately return goods on delivery in case of any damages found.,,Warranty is not applicable,https://betterhomeapp.com/products/imported-from-asia-and-toughened-in-india-glass,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/TOUGHENED-GLASS-GMTG1002-2.jpg?v=1712381307,TOUGHENED-GLASS-Better-Home
imported-from-asia-and-toughened-in-india-glass,Imported from Asia and Toughened in India Glass by MASSS TUFF,Glass,,"Home Decor, Toughened Glass",GMTG1002-381,0.0,125.0,165.0,Imported as plain glass from Malaysia Indonesia Thailand etc. and toughened in factories in India. Toughened glass or tempered glass is glass that has undergone processes of controlled thermal treatment to increase its strength. It is four times stronger than normal annealed glass. It is called safety glass because when it breaks it shatters into small.,MASSS TUFF,"Price for 1 Sq Feet| Before toughening the glass must be cut to size or pressed to shape. This is because once it is toughened| It cannot be re-worked on.| Clear and transparent for years.| Toughening does not alter the basic characteristics of glass such as light transmission and solar radiant heat properties.| Cannot be cut, drilled or altered after toughening.| Four to five times stronger than annealed glass| Tensile strength 65 MPA",,Immediately return goods on delivery in case of any damages found.,,Warranty is not applicable,https://betterhomeapp.com/products/imported-from-asia-and-toughened-in-india-glass,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/TOUGHENED-GLASS-GMTG1002-5.jpg?v=1712381307,TOUGHENED-GLASS-Better-Home
imported-from-asia-and-toughened-in-india-glass,Imported from Asia and Toughened in India Glass by MASSS TUFF,Glass,,"Home Decor, Toughened Glass",GMTG1002-382,0.0,160.0,205.0,Imported as plain glass from Malaysia Indonesia Thailand etc. and toughened in factories in India. Toughened glass or tempered glass is glass that has undergone processes of controlled thermal treatment to increase its strength. It is four times stronger than normal annealed glass. It is called safety glass because when it breaks it shatters into small.,MASSS TUFF,"Price for 1 Sq Feet| Before toughening the glass must be cut to size or pressed to shape. This is because once it is toughened| It cannot be re-worked on.| Clear and transparent for years.| Toughening does not alter the basic characteristics of glass such as light transmission and solar radiant heat properties.| Cannot be cut, drilled or altered after toughening.| Four to five times stronger than annealed glass| Tensile strength 65 MPA",,Immediately return goods on delivery in case of any damages found.,,Warranty is not applicable,https://betterhomeapp.com/products/imported-from-asia-and-toughened-in-india-glass,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/TOUGHENED-GLASS-GMTG1002-4.jpg?v=1712381307,TOUGHENED-GLASS-Better-Home
imported-from-asia-and-toughened-in-india-glass,Imported from Asia and Toughened in India Glass by MASSS TUFF,Glass,,"Home Decor, Toughened Glass",GMTG1002-383,0.0,185.0,245.0,Imported as plain glass from Malaysia Indonesia Thailand etc. and toughened in factories in India. Toughened glass or tempered glass is glass that has undergone processes of controlled thermal treatment to increase its strength. It is four times stronger than normal annealed glass. It is called safety glass because when it breaks it shatters into small.,MASSS TUFF,"Price for 1 Sq Feet| Before toughening the glass must be cut to size or pressed to shape. This is because once it is toughened| It cannot be re-worked on.| Clear and transparent for years.| Toughening does not alter the basic characteristics of glass such as light transmission and solar radiant heat properties.| Cannot be cut, drilled or altered after toughening.| Four to five times stronger than annealed glass| Tensile strength 65 MPA",,Immediately return goods on delivery in case of any damages found.,,Warranty is not applicable,https://betterhomeapp.com/products/imported-from-asia-and-toughened-in-india-glass,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/GMTG1002-1.jpg?v=1712381307,TOUGHENED-GLASS-Better-Home
imported-clear-float-glass,Imported Clear Float Glass,Glass,,"GlassToughened Glass, Home Decor",GMCF1002-390,0.0,47.0,56.0,It is also called as Annealed Glass and Normal Glass. Imported as plain glass from Malaysia Indonesia Thailand etc. It has not undergone any treatment process like toughening lamination or heat strengthening,MASSS TUFF,Clear and transparent for years.| It is commonly used for residential windows.| It is brittle and very strong in compression.| When annealed glass breaks it forms sharp knife-like fragments which is unsafe. It has to be toughened.| Annealed Glass has minimal residual stress and the stress is uniformly distributed.| Edge polish charges are extra.,,Immediately return goods on delivery in case of any damages found.,,Warranty is not applicable.,https://betterhomeapp.com/products/imported-clear-float-glass,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/FLOAT-GLASS-GMCF1002-3_1.jpg?v=1712381471,Float-Glass-Better-Home
imported-clear-float-glass,Imported Clear Float Glass,Glass,,"GlassToughened Glass, Home Decor",GMCF1002-391,0.0,58.0,73.0,It is also called as Annealed Glass and Normal Glass. Imported as plain glass from Malaysia Indonesia Thailand etc. It has not undergone any treatment process like toughening lamination or heat strengthening,MASSS TUFF,Clear and transparent for years.| It is commonly used for residential windows.| It is brittle and very strong in compression.| When annealed glass breaks it forms sharp knife-like fragments which is unsafe. It has to be toughened.| Annealed Glass has minimal residual stress and the stress is uniformly distributed.| Edge polish charges are extra.,,Immediately return goods on delivery in case of any damages found.,,Warranty is not applicable.,https://betterhomeapp.com/products/imported-clear-float-glass,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/FLOAT-GLASS-GMCF1002-5.jpg?v=1712381471,Float-Glass-Better-Home
imported-clear-float-glass,Imported Clear Float Glass,Glass,,"GlassToughened Glass, Home Decor",GMCF1002-392,0.0,70.0,90.0,It is also called as Annealed Glass and Normal Glass. Imported as plain glass from Malaysia Indonesia Thailand etc. It has not undergone any treatment process like toughening lamination or heat strengthening,MASSS TUFF,Clear and transparent for years.| It is commonly used for residential windows.| It is brittle and very strong in compression.| When annealed glass breaks it forms sharp knife-like fragments which is unsafe. It has to be toughened.| Annealed Glass has minimal residual stress and the stress is uniformly distributed.| Edge polish charges are extra.,,Immediately return goods on delivery in case of any damages found.,,Warranty is not applicable.,https://betterhomeapp.com/products/imported-clear-float-glass,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/FLOAT-GLASS-GMCF1002-4_1.jpg?v=1712381471,Float-Glass-Better-Home
imported-clear-float-glass,Imported Clear Float Glass,Glass,,"GlassToughened Glass, Home Decor",GMCF1002-393,0.0,95.0,125.0,It is also called as Annealed Glass and Normal Glass. Imported as plain glass from Malaysia Indonesia Thailand etc. It has not undergone any treatment process like toughening lamination or heat strengthening,MASSS TUFF,Clear and transparent for years.| It is commonly used for residential windows.| It is brittle and very strong in compression.| When annealed glass breaks it forms sharp knife-like fragments which is unsafe. It has to be toughened.| Annealed Glass has minimal residual stress and the stress is uniformly distributed.| Edge polish charges are extra.,,Immediately return goods on delivery in case of any damages found.,,Warranty is not applicable.,https://betterhomeapp.com/products/imported-clear-float-glass,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/FLOAT-GLASS-GMCF1002-2.jpg?v=1712381471,Float-Glass-Better-Home
imported-clear-float-glass,Imported Clear Float Glass,Glass,,"GlassToughened Glass, Home Decor",GMCF1002-394,0.0,125.0,155.0,It is also called as Annealed Glass and Normal Glass. Imported as plain glass from Malaysia Indonesia Thailand etc. It has not undergone any treatment process like toughening lamination or heat strengthening,MASSS TUFF,Clear and transparent for years.| It is commonly used for residential windows.| It is brittle and very strong in compression.| When annealed glass breaks it forms sharp knife-like fragments which is unsafe. It has to be toughened.| Annealed Glass has minimal residual stress and the stress is uniformly distributed.| Edge polish charges are extra.,,Immediately return goods on delivery in case of any damages found.,,Warranty is not applicable.,https://betterhomeapp.com/products/imported-clear-float-glass,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/GMCF1002-1.jpg?v=1712381471,Float-Glass-Better-Home
imported-clear-float-glass,Imported Clear Float Glass,Glass,,"GlassToughened Glass, Home Decor",GMCF1002-395,0.0,150.0,190.0,It is also called as Annealed Glass and Normal Glass. Imported as plain glass from Malaysia Indonesia Thailand etc. It has not undergone any treatment process like toughening lamination or heat strengthening,MASSS TUFF,Clear and transparent for years.| It is commonly used for residential windows.| It is brittle and very strong in compression.| When annealed glass breaks it forms sharp knife-like fragments which is unsafe. It has to be toughened.| Annealed Glass has minimal residual stress and the stress is uniformly distributed.| Edge polish charges are extra.,,Immediately return goods on delivery in case of any damages found.,,Warranty is not applicable.,https://betterhomeapp.com/products/imported-clear-float-glass,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/FLOAT-GLASS-GMCF1002-3_1.jpg?v=1712381471,Float-Glass-Better-Home
